ID,requirement,functional/non-functional,source_file,data_type,ASR,ASR_Explanation
0123,The TCS shall provide override of payload automated as well as preprogrammed inputs.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This feature adds new control paths and interfaces for overriding automated and preprogrammed inputs, impacting the core control flow and safety/security layers."
0124,TCS shall provide the capability to monitor payload adherence to the uplinked mission plan.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the need for real-time telemetry ingestion and mission plan validation components, impacting the system’s data processing and integration architecture."
0125,The TCS shall display the current search footprint and the search history of the payload on the map.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the integration of mapping services, data persistence and retrieval mechanisms, and real-time rendering architecture."
0126,The TCS shall have the capability to simultaneously control and monitor a line-of-sight as well as a BLOS data terminal.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of dual‐path communication subsystems, impacting network topology, concurrency control, and resource allocation."
0127,The TCS shall provide the system functionality necessary to record data obtained via the data link.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It mandates a data ingestion and recording subsystem, impacting interfaces, throughput handling, and storage architecture."
0128,"The TCS shall be capable of interfacing with the specified data terminal and issuing data link terminal commands required to establish, control, and maintain the data link with a selected AV.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of the communication subsystem and protocol interfaces, impacting component modularization and data‐link reliability."
0129,"Data terminal control shall include, but is not limited to, antenna pointing control, transmitter control, and receiver control.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement defines core hardware-control subsystems (antenna pointing, transmitter, receiver) that drive major component partitioning and interfaces."
0130,The TCS shall be capable of automatically selecting the proper mode of operation for the selected data terminal.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It defines a core control-flow requirement that drives the architectural design of mode-selection, state management, and modular extensibility."
0131,"As a minimum the TCS LOS data terminal control modes shall include acquisition, autotrack, search, manual point, omni directional, as well as directional modes of operation, if applicable to the selected data link.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement defines essential operational modes that drive the system’s module decomposition, state‐management design, and interface architecture."
0132,"The operator shall be able to manually override any automatic data terminal control mode selection if desired, except during Emission Control (EMCON) and Hazards of Electromagnetic Radiation to Ordnance (HERO) conditions.",FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a detailed functional control behavior exception and does not drive major architectural trade-offs or structural design.
0133,The TCS shall support a LOS data link and SATCOM data link capability.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the communication subsystem architecture by mandating dual LOS and SATCOM data‐link support, affecting hardware interfaces, network protocols, and redundancy."
0134,"For shipboard operations, the TCS shall provide the capability to switch to a second LOS antenna, if a second antenna is available, when desired (e.g. the currently active antenna is masked by shipboard obstructions).",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This requirement impacts the hardware interface and control-flow architecture by mandating dynamic antenna selection and fault‐tolerant LOS switching.
0135,"The TCS shall provide the capability to switch to a SATellite COMmunication (SATCOM) antenna, if the selected AV has SATCOM capability, when desire (e.g. the AV proceeds beyond LOS range as well as when LOS is obstructed).",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It impacts the communications subsystem architecture by requiring dynamic antenna switching logic, hardware interfaces, and network layer adaptation."
0136,The TCS shall provide an interactive display for the purpose of controlling the data link terminal.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a functional UI requirement for an interactive display and does not impose significant architectural constraints beyond choosing a suitable UI framework.
